Africa,21.265580,11.975201,-22.984066,40.430810,53.304997,-34.324656
Europe,10.191361,49.682082,-19.953957,73.334989,63.828661,30.218136
Asia,78.391556,35.660647,32.947533,55.766596,139.822533,6.646989
North America,-105.948898,59.625313,-166.036842,73.423364,-42.989967,18.295971
South America,-59.894211,-14.090145,-90.802467,19.956677,-30.455308,-57.171643
Antarctica,48.035477,-79.654962,-157.599342,-64.480437,-163.927467,-84.543048
Australia,135.222977,-24.683381,107.708755,-7.427198,155.697036,-43.754760
